left_knee_angle,right_knee_angle,back_angle,symmetry_score,label
90.82516892512928,104.63496843649418,140.80208046881503,13.8097995113649,perfect_lunge
71.82748740962603,127.331056946359,70.73345426998182,55.50356953673297,perfect_lunge
175.11893748972037,165.52676577615145,164.41469854600172,9.592171713568916,perfect_lunge
155.34886928612755,158.16824628696955,150.51665475606524,2.819377000841996,forward_lean_error
94.8265829513691,134.92904223263855,80.41424698870733,40.10245928126945,forward_lean_error
149.0109193214821,160.69631798573278,153.45284936422428,11.68539866425067,perfect_lunge
74.6745939162334,105.24295409793352,65.45335009740361,30.56836018170013,forward_lean_error
154.2159718097965,157.5475348121459,153.62157284031846,3.331563002349384,perfect_lunge
162.61525702422722,162.0862303112446,126.98757490359382,0.5290267129826134,forward_lean_error
180.0,180.0,167.30842202857923,10.124818748580251,knee_too_shallow_error
165.8884737138174,169.0745865017396,177.3742373933056,3.186112787922184,perfect_lunge
121.75330021556005,104.60100779955877,150.32479594541942,8.319883040745708,knee_too_shallow_error
78.95014466846648,93.02171220999048,87.32698649554843,51.72037533465205,knee_caving_error
124.44202322584891,94.30480630202719,98.70836789024068,25.93079668997109,knee_too_shallow_error
90.37139362197256,64.08768908344584,109.1087977850906,26.28370453852672,perfect_lunge
112.47959977935132,70.25583883237839,172.787718136793,42.22376094697293,perfect_lunge
148.35431067545352,178.63907530421693,162.26936131912004,27.404954080269945,knee_too_shallow_error
159.46212088215938,168.45304957396507,160.6706870431913,2.5159538936398747,knee_too_shallow_error
143.7440168388045,158.3946905285959,157.40008689751076,14.650673689791404,perfect_lunge
78.50350055202125,62.594287521682574,133.79760500261676,15.909213030338677,forward_lean_error
165.59104679345734,168.8796370168051,160.11167868250183,3.288590223347768,perfect_lunge
154.1756909754037,161.94898661613365,146.03192546067007,7.773295640729941,forward_lean_error
177.63350122035277,180.0,172.52969728240532,27.71376531822054,knee_too_shallow_error
136.25917934486452,170.7975357668148,107.72888764290012,34.53835642195028,perfect_lunge
149.21000523902023,140.8324559218633,153.80980619721444,8.377549317156934,perfect_lunge
102.6160828403692,98.48035734125118,63.638686443493285,62.892666372463204,knee_caving_error
159.51608408706525,142.98838233547022,170.94785938079642,69.95843663737239,knee_caving_error
147.97776920878604,157.5624305113949,136.02444073159668,9.584661302608822,perfect_lunge
157.24364751498612,136.0106629373956,162.79308244926258,21.232984577590518,perfect_lunge
